name,booth,website,address,overview,country,email,phone,halls,portal_url,portal_status,ebooth_url,source
Indian Institute of Information Technology and Management Kerala,H5735,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=224&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697703&Nav=False,eventmap
Indnix Technology Limited,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=225&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701621&Nav=False,eventmap
Industrial Vision Technology (S) Pte Ltd.,1237,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=226&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698103&Nav=False,eventmap
Infosys,1402,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=227&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698674&Nav=False,eventmap
Ingersoll Rand India Ltd.,1156,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=228&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665308&Nav=False,eventmap
INNOWELL ENGINEERING INTERNATIONAL PVT LTD,H3022,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=229&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694396&Nav=False,eventmap
INOX Air Products Private Limited,114,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=230&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696218&Nav=False,eventmap
"Integrated Cleanroom Technologies Pvt. Ltd.,",824,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=231&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665103&Nav=False,eventmap
IntelliSense Software,H7229,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=232&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694140&Nav=False,eventmap
"INTERNATIONAL FACILITY ENGINEERING PTE. LTD.,",H3524,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=233&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697456&Nav=False,eventmap
International Green Technology Japan,H4818,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=234&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697057&Nav=False,eventmap
INTERTEC SQUARED INC,856,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=235&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665251&Nav=False,eventmap
Intics.ai INC,H6436,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=236&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696745&Nav=False,eventmap
INVENTEC Performance Chemicals,1656,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=237&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665396&Nav=False,eventmap
Ion Exchange (India) Ltd.,H3411,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=238&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=700946&Nav=False,eventmap
Iwate Industry Promotion Center,1124,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=239&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701429&Nav=False,eventmap
izmo microsystems private limited,H6611,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=240&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696342&Nav=False,eventmap
Janatics Global Solutions Pvt. Ltd.,H3611,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=241&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697533&Nav=False,eventmap
Japan India Business Bureau (NPO),1124,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=242&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664713&Nav=False,eventmap
JEOL INDIA PRIVATE LIMITED,H4816,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=243&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695183&Nav=False,eventmap
"Jiangsu Jinggong Semicon Equipment Co., Ltd",H6033,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=244&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693796&Nav=False,eventmap
Jindal SAW Ltd.,156,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=245&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665127&Nav=False,eventmap
Jipal Hi-Tech,766,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=246&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695655&Nav=False,eventmap
JITECH INDIA PRIVATE LIMITED,H7021,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=247&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697483&Nav=False,eventmap
"JMJ Korea Co., Ltd",1324,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=248&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=700925&Nav=False,eventmap
JSR Electronic Materials Singapore Pte Ltd,H5408,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=249&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697154&Nav=False,eventmap
JT Corp.,656,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=250&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695648&Nav=False,eventmap
Jubilant Ingrevia Limited,H7223,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=251&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697145&Nav=False,eventmap
"Jung Sung Tech Co.,Ltd.",H6324,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=252&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697484&Nav=False,eventmap
Kaijo Corporation,H5722,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=253&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697122&Nav=False,eventmap
"Kanken Techno Co., Ltd.",1462,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=254&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701036&Nav=False,eventmap
"Karnataka Innovation and Technology Society, Government of Karnataka",H6702,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=255&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698607&Nav=False,eventmap
Kay International Pvt. Ltd.,H7531,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=256&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695499&Nav=False,eventmap
Kaynes Semicon Private Limited,1314,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=257&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664527&Nav=False,eventmap
KEYSIGHT TECHNOLOGIES INDIA PRIVATE LIMITED,1578,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=258&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693560&Nav=False,eventmap
Khurana & Khurana (K&K),H6029,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=259&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693792&Nav=False,eventmap
KIANSH INTERNATIONAL TECHNOLOGIES PVT LTD,H4707,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=260&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697478&Nav=False,eventmap
Kinesis Semiconductor Wire Solutions India Pvt Ltd,H4502,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=261&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=703463&Nav=False,eventmap
KISCO LTD.,1124,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=262&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701431&Nav=False,eventmap
KITZ SCT CORPORATION,578,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=263&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693545&Nav=False,eventmap
KLA Corporation,101,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=264&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664297&Nav=False,eventmap
Kleenclad International Private Limited,H3618,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=265&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694658&Nav=False,eventmap
KOCOS,H6928,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=266&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694044&Nav=False,eventmap
KOKUSAI ELECTRIC,H7028,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=267&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694076&Nav=False,eventmap
Korea Trade-Investment Promotion Agency (KOTRA),1324,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=268&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664773&Nav=False,eventmap
KPT Piping System Private Limited,H3114,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=269&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701071&Nav=False,eventmap
Krisemi Design Technologies Pvt Ltd,H7335,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=270&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697726&Nav=False,eventmap
KRISHNA INTERNATIONAL INSTRUMENTS,H7323,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=271&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694167&Nav=False,eventmap
Kuehne + Nagel India,776,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=272&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693523&Nav=False,eventmap
Kulicke & Soffa Pte Ltd,670,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=273&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665222&Nav=False,eventmap
Kurin Tech Private Limited,H7216,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=274&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697197&Nav=False,eventmap
Kyoritsu Electric India Pvt. Ltd.,H7002,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=275&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696188&Nav=False,eventmap
L&T Semiconductor technologies,713,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=276&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696152&Nav=False,eventmap
Labindia Instruments Pvt. Ltd.,976,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=277&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=665515&Nav=False,eventmap
Labort Fine Chem Pvt Ltd,H3616,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=278&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694655&Nav=False,eventmap
Lam Research India Pvt Ltd,214,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=279&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664329&Nav=False,eventmap
"LanceSoft, Inc.",H6933,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=280&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694048&Nav=False,eventmap
"Lasertec U.S.A., Inc.",H4917,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=281&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697058&Nav=False,eventmap
LeadIC Design,H5416,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=282&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=693598&Nav=False,eventmap
Leica Microsystems-A Division of DHR Holding India Pvt Ltd,H7508,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=283&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697137&Nav=False,eventmap
LightSpeed Photonics,H4323,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=284&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694971&Nav=False,eventmap
Linde India,323,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=285&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696010&Nav=False,eventmap
Lindstrom India,H4105,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=286&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697174&Nav=False,eventmap
LINTEC ADVANCED TECHNOLOGIES (SINGAPORE ) PTE LTD,127,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=287&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695627&Nav=False,eventmap
"LINTEC Co., Ltd.",151,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=288&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696349&Nav=False,eventmap
LPS Bossard Pvt. Ltd.,H6721,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=289&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697284&Nav=False,eventmap
Lucky Deep Cleanroom Pvt. Ltd.,H5905,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=290&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696326&Nav=False,eventmap
MacDermid Alpha Electronics Solutions,H6807,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=291&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697085&Nav=False,eventmap
Machine House (India) Pvt. Ltd.,H4621,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=292&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697396&Nav=False,eventmap
Madhya Pradesh State Electronics Development Corporation (MPSEDC),H3005,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=293&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698495&Nav=False,eventmap
Maharashtra Industrial Development Corporation,H3405,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=294&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701049&Nav=False,eventmap
Map It,,,,,,,,633|634,,no-portal-listed,,eventmap
MASCOT SYSTEMS PRIVATE LIMITED,H7521,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=295&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696671&Nav=False,eventmap
MatterWave Technologies Private Limited,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=296&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698911&Nav=False,eventmap
Maverick Engineering Company,H3021,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=297&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697350&Nav=False,eventmap
"Maxell Asia, Ltd",H4308,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=298&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697343&Nav=False,eventmap
MAXIM SMT TECHNOLOGIES PVT LTD,1254,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=299&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696553&Nav=False,eventmap
MAXVY Technologies Pvt Ltd,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=300&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698535&Nav=False,eventmap
MayAir Singapore Pte. Ltd.,1028,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=301&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698113&Nav=False,eventmap
MBit Wireless Pvt. Ltd,H4502,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=302&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=703461&Nav=False,eventmap
Mechmaark filters india pvt Ltd,H5919,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=303&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696634&Nav=False,eventmap
MediaMac Pte Ltd,1139,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=304&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698093&Nav=False,eventmap
MEINHARDT EPCM (INDIA) PRIVATE LIMITED,H6531,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=305&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696682&Nav=False,eventmap
Mel Systems and Services Limited,1624,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=306&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664863&Nav=False,eventmap
Membrane Group India Pvt Ltd,1676,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=307&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696561&Nav=False,eventmap
Membrane Solutions Corp.,H6916,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=308&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697493&Nav=False,eventmap
"Merck Performance Materials Co., Ltd.",523,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=309&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696012&Nav=False,eventmap
Metkorp Equipments Pvt Ltd.,H6336,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=310&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697693&Nav=False,eventmap
Mettler-Toledo India Pvt. Ltd,H3409,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=311&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701050&Nav=False,eventmap
Mi Equipment Pte. Ltd.,1027,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=312&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698121&Nav=False,eventmap
Micro Engineering Inc.,H4716,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=313&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697119&Nav=False,eventmap
Micro Epsilon India Private Limited,H4916,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=314&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695227&Nav=False,eventmap
Micron Technology Operations India LLP,1001,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=315&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664459&Nav=False,eventmap
Mihama India Pvt Ltd,H5916,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=316&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696633&Nav=False,eventmap
Millice PTE LTD,1042,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=317&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698099&Nav=False,eventmap
Mindgrove Technologies,H3724,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=318&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694707&Nav=False,eventmap
Mindox Techno Pte. Ltd.,1134,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=319&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698106&Nav=False,eventmap
Mirafra Software Technologies Pvt. Ltd.,H5731,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=320&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696679&Nav=False,eventmap
Misumi India Private Limited,H6205,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=321&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701213&Nav=False,eventmap
Mitsui Chemicals India Pvt. Ltd.,372,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=322&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696075&Nav=False,eventmap
Mitutoyo South Asia Private Limited,1456,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=323&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696056&Nav=False,eventmap
Modutek Corporation,H4014,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=324&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696670&Nav=False,eventmap
Morimura Brothers Trading India Pvt Ltd,H5914,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=325&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696267&Nav=False,eventmap
Morphing Machines Private Limited,H3122,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=326&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697209&Nav=False,eventmap
MOSCHIP,H5316,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=327&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695404&Nav=False,eventmap
MTU India Private Limited,H6211,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=328&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696614&Nav=False,eventmap
Multi Nano Sense Technologies Private Limited,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=329&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698534&Nav=False,eventmap
MumbaiSemi,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=330&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=698910&Nav=False,eventmap
My Exhibitors,,,,,,,,633|634,,no-portal-listed,,eventmap
MyCAE India Pvt Ltd,H3624,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=331&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694663&Nav=False,eventmap
Nagase India pvt ltd,H5702,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=332&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=695466&Nav=False,eventmap
Nano Clean Technologies,H7528,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=333&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=696690&Nav=False,eventmap
"Nanoscale Research Facility, IIT Delhi",H4522,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=334&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697470&Nav=False,eventmap
Nasscom,H3413,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=335&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=700948&Nav=False,eventmap
National Institute of Technical Teachers Training and Research,H6028,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=336&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=697304&Nav=False,eventmap
Navin Fluorine International Limited,H6923,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=337&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=694039&Nav=False,eventmap
NeevSemi India Private limited,H4511,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=338&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=701443&Nav=False,eventmap
Netherlands Pavilion,923,,,,,,,633|634,,,https://expo.semi.org/india2026/Public/eBooth.aspx?IndexInList=339&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=664638&Nav=False,eventmap
